0,0.695424205706462,0.695707886430293,0.09274980371976183
10,0.6878871313084391,0.6926684343135807,0.09921380371976182
20,0.6844228200492567,0.6942971337409254,0.10567780371976183
30,0.6899644682663069,0.6906655541178331,0.11214180371976187
40,0.6889301244351422,0.6891946627076249,0.11860580371976191
50,0.6915183912675067,0.6769368426563547,0.12506980371976192
60,0.7019697276960175,0.680578628022837,0.13153380371976195
70,0.7006035045890163,0.671800106161341,0.13799780371976175
80,0.6929419009301321,0.6723693754907689,0.14446180371976158
90,0.6925804543342419,0.669915771639295,0.15092580371976136
100,0.6907101654998429,0.6755311964472788,0.1573898037197612
110,0.6913589657172114,0.6769040673331352,0.16385380371976097
120,0.6951021987294561,0.6736245290349766,0.1703178037197608
130,0.69277536062546,0.6687339303006012,0.1767818037197609
140,0.694894609415925,0.6689120308649382,0.18324580371976118
150,0.6909227939230033,0.6752341150275849,0.18965666502016681
160,0.6972184827105461,0.6741774179026355,0.19586935128395944
170,0.698166622444219,0.6605844576883022,0.20189159534756576
180,0.6889498227255362,0.6662699549314213,0.207742970471642
190,0.6988296595904445,0.6744361579126341,0.2134371812870851
200,0.6862505276391577,0.6678520957412795,0.21898734555266197
210,0.6862089389320429,0.6668391897776978,0.22440155628886976
220,0.6905970209863742,0.6640392165118099,0.22968870582686435
230,0.6976017544318032,0.6650441145185098,0.23485858698703926
240,0.6973596594072746,0.6646252633902838,0.23992201002566588
250,0.6959650477073652,0.6652305365635804,0.24488148910495086
260,0.6806714383590509,0.6685478564715996,0.24974405908075925
270,0.6968655947059148,0.6658994249163783,0.2545146461914563
280,0.6909926446415866,0.6682623026942434,0.25920459405522234
290,0.6894453810850381,0.6613369940745,0.26380669102823057
300,0.700383739318257,0.6631237147055132,0.2683311937967585
310,0.6956231582213845,0.6681727849458907,0.27278378194082675
320,0.6877002458297219,0.6625115861617639,0.2771669667459133
330,0.6900876839815107,0.6674607021635026,0.28148341169660496
340,0.6935474947441995,0.6638958157961791,0.2857359441842451
350,0.7003840504160158,0.6671619696741344,0.28992756831213257
360,0.6941357806082774,0.6772973385459973,0.2940614789202603
370,0.7061542166465882,0.6692101053390898,0.29814107696735576
380,0.6955633059343469,0.6668471516594164,0.30216998642583787
390,0.697168502543348,0.6666076235145864,0.3061379864258372
400,0.6928733267284874,0.6786046061924935,0.31005607286626513
410,0.6878605864746873,0.6836223811199804,0.31393146393179994
420,0.696180604543704,0.6714556095789316,0.31776857193062896
